"","Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year","OBJECTID","District","SHAPE_Leng","SHAPE_Area","ColorFactor","color","geometry"
"2776",15251673,TRUE,"17004",0,0,1,1,"A - SUSPECTED SERIOUS INJURY",2,3,0,"S ZARZAMORA ST",4498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","50",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53366231, 29.38156498)
"2777",15251673,TRUE,"17004",0,0,1,1,"A - SUSPECTED SERIOUS INJURY",2,3,0,"S ZARZAMORA ST",4498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","5",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53366231, 29.38156498)
"2778",15242851,FALSE,"17012",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"HUEBNER RD",11700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","30",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2016,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.57351118, 29.5497247)
"2779",15245672,FALSE,"17013",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"CULEBRA RD",8348,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","59",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2016,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.64908276, 29.4684856)
"2780",15241853,TRUE,"17014",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"N ELMENDORF ST",1212,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","10",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5277723, 29.44038497)
"2781",15263956,FALSE,"17014",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"FM1976",7064,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","30",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.34825599, 29.49794914)
"2782",15243162,FALSE,"17015",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SL0013",802,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","34",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.40559366, 29.41781526)
"2783",15248477,TRUE,"17016",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"N MAIN AVE",908,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","64",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49413231, 29.43651497)
"2784",15247586,FALSE,"17018",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"FM0078",6627,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.35679572, 29.48238102)
"2785",15248122,TRUE,"17018",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S ST MARYS ST",898,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","48",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48949232, 29.41564497)
"2786",15248273,TRUE,"17019",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"S ZARZAMORA ST",1900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52971231, 29.40685498)
"2787",15255059,FALSE,"17020",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SL0368",1441,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","28",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.43605837, 29.49262382)
"2788",15251577,TRUE,"17021",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"S PRESA ST",4000,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","22",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.47834232, 29.38408498)
"2789",15255143,TRUE,"17021",0,0,2,0,"N - NOT INJURED",0,0,0,"N PARK BLVD",299,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","52",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","August",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51695231, 29.39874498)
"2790",15256055,FALSE,"17021",1,0,1,0,"K - FATAL INJURY",0,0,0,"FM2696",11817,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","57",1,"W - WHITE","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","August",2016,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.51011274, 29.54823141)
"2791",15257505,FALSE,"17021",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,0,"DAHLIA TER",4800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","7",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.36273234, 29.49076495)
"2792",15267514,FALSE,"17021",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"BABCOCK RD",5798,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","52",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.59982971, 29.52369982)
"2793",15255118,TRUE,"17022",0,0,1,2,"C - POSSIBLE INJURY",0,2,0,"NAVARRO ST",400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","51",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48969231, 29.42494497)
"2794",15255118,TRUE,"17022",0,0,1,2,"C - POSSIBLE INJURY",0,2,0,"NAVARRO ST",400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","7",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48969231, 29.42494497)
"2795",15261182,TRUE,"17022",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0345",4998,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","80",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.55775448, 29.49979464)
"2796",15257977,FALSE,"17023",1,0,2,0,"K - FATAL INJURY",0,0,0,"CULEBRA RD",3491,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","60",1,"H - HISPANIC","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","August",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.56885592, 29.44936933)
"2797",15260012,TRUE,"17023",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"W RAMPART DR",298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","21",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49926231, 29.51367495)
"2798",15269349,FALSE,"17023",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SL0013",2454,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.45504989, 29.35194002)
"2799",15260307,FALSE,"17025",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"CALLAGHAN RD",8000,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","59",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.55207254, 29.51163572)
"2800",15260934,TRUE,"17025",0,2,1,0,"B - SUSPECTED MINOR INJURY",0,2,0,"VANCE JACKSON RD",2000,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","64",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.5349923, 29.49073496)
"2801",15260934,TRUE,"17025",0,2,1,0,"B - SUSPECTED MINOR INJURY",0,2,0,"VANCE JACKSON RD",2000,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","57",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.5349923, 29.49073496)
"2802",15261197,FALSE,"17025",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"MARBACH RD",7118,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","69",0,"W - WHITE","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2016,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.63043888, 29.41773498)
"2803",15263354,FALSE,"17025",0,2,1,0,"B - SUSPECTED MINOR INJURY",0,2,0,"S US HIGHWAY 281",11345,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","63",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","August",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.47342747, 29.3083552)
"2804",15264540,TRUE,"17025",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"WETMORE RD",13200,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","19",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August",2016,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.42179233, 29.56143494)
"2805",15265087,FALSE,"17026",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"E SOUTHCROSS BLVD",4000,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","34",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.41613233, 29.37468498)
"2806",15267974,FALSE,"17027",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"SW 36TH ST",613,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","27",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2016,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.57311335, 29.42156991)
"2807",15269537,FALSE,"17027",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"AIRPORT BLVD",9800,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","68",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2016,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.47221231, 29.52638495)
"2808",15267083,FALSE,"17028",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"E MARTIN ST",230,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","53",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49085025, 29.42925948)
"2809",15267578,FALSE,"17028",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"S FLORES ST",6994,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","54",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","August",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.48768344, 29.34897663)
"2810",15268134,TRUE,"17029",0,2,0,0,"B - SUSPECTED MINOR INJURY",0,2,0,"GUADALUPE ST",2599,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","28",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52915231, 29.41973497)
"2811",15268134,TRUE,"17029",0,2,0,0,"B - SUSPECTED MINOR INJURY",0,2,0,"GUADALUPE ST",2599,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","30",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52915231, 29.41973497)
"2812",15316256,FALSE,"17042",1,0,1,0,"K - FATAL INJURY",0,0,0,"W MARTIN ST",1097,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","80",1,"W - WHITE","2 - FEMALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","August",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.50332566, 29.43008192)
"2813",15310851,FALSE,"17046",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"DRESDEN DR",102,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","12",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.50789829, 29.49903496)
"2814",15324650,TRUE,"17047",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"SANTIAGO ST",2201,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","23",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","September",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5363223, 29.41772497)
"2815",15307785,FALSE,"17049",0,0,3,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"S ZARZAMORA ST",5644,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","September",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.53404231, 29.37102358)
"2816",15307196,FALSE,"17050",0,0,1,0,"N - NOT INJURED",0,0,1,"S SAN MARCOS",1900,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","99 - UNKNOWN","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","September",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51110231, 29.40639498)
"2817",15308369,TRUE,"17050",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S CHERRY ST",1200,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","23",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","September",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.47621232, 29.40678497)
"2818",15323525,FALSE,"17052",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SOLEDAD ST",450,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","58",0,"B - BLACK","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","September",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49337137, 29.42986129)
"2819",15310256,FALSE,"17053",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"AUSTIN HWY",1700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","57",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.42874232, 29.49607496)
"2820",15310539,FALSE,"17053",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"E WOODLAWN AVE",604,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","36",0,"W - WHITE","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","September",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48482074, 29.45242903)
"2821",15311383,TRUE,"17054",0,0,3,1,"C - POSSIBLE INJURY",0,1,0,"BRAD AVE",3198,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","21",0,"H - HISPANIC","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","September",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.5242223, 29.48855496)
"2822",15314762,TRUE,"17054",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"SS0421",700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","49",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","September",2016,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.55068183, 29.45400559)
"2823",15325073,FALSE,"17054",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"RUIZ ST",1072,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","59",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","September",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5207664, 29.43591629)
"2824",15330599,TRUE,"17054",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"SL0368",2634,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","27",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","September",2016,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.47372854, 29.45135307)
"2825",15312059,FALSE,"17055",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SOMERSET RD",7204,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","70",0,"H - HISPANIC","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","September",2016,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.55129093, 29.35489172)
"2826",15314625,FALSE,"17055",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W COMMERCE ST",4002,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","61",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.54280143, 29.42957489)
"2827",15330585,TRUE,"17056",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"BABCOCK RD",2300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","18",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.58406229, 29.50447496)
"2828",15317833,FALSE,"17057",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"DALLAS ST",500,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48865715, 29.4352881)
"2829",15317853,TRUE,"17057",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"NAVARRO ST",400,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","39",0,"I - AMER. INDIAN/ALASKAN NATIVE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48969231, 29.42494497)
"2830",15319070,FALSE,"17058",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"CALLAGHAN RD",7453,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","No Data",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","September",2016,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.55945278, 29.50407447)
"2831",15325095,FALSE,"17058",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0013",1090,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","September",2016,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.48183694, 29.35573998)
"2832",15325288,FALSE,"17058",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"PARK BLUFF ST",19862,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","13",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","September",2016,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.4431712, 29.62672368)
"2833",15321513,FALSE,"17059",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"CAPITAL PORT DR",15596,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","48",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.58556554, 29.58977883)
"2834",15323062,FALSE,"17059",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"N COLORADO ST",859,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","40",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2016,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51006182, 29.43473008)
