Date and Time,Agency Name (Crash Level) ,Area: County,Area: City,Roadway (From Crash Report),Intersection Name (from Crash Report),KABCO Severity,Manner of Collision (Crash Level) ,First Harmful Event (Crash Level) ,SHSP Emphasis Areas,# of Fatalities (Person Table),# Serious Injuries,# Visible Injuries,# Complaint Injuries,# of Vehicles,Operator / Driver Contributing Factor -old,Roadway Contributing Factors (Crash Level) ,Weather Conditions (Crash Level),Surface Condition (Crash Level) ,Light Conditions (Crash Level),Latitude ,Longitude
5/12/17 15:35,Atlanta Police Department,Fulton,Atlanta,Lee St,Lee St and York St,(C) Possible Injury / Complaint,Head On,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.736966,-84.414095
12/23/17 14:45,Atlanta Police Department,Fulton,Atlanta,686 Joseph E Lowery Blvd,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.736139,-84.417729
10/24/17 9:01,Atlanta Police Department,Fulton,Atlanta,Lavista Rd,Lavista Rd and Lavista Walk,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,Pedestrian,0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.817826,-84.349887
3/14/17 6:48,Atlanta Police Department,Fulton,Atlanta,Forsyth St Sw   Mitchell St,Mitchell St and Forsyth St Sw   Mitchell St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Cloudy,Wet,Dark-Lighted,33.751657,-84.394325
2/14/17 18:20,Atlanta Police Department,Fulton,Atlanta,E Wesley Rd,E Wesley Rd and Birchwood Dr,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,1,0,0,1,Other,,Cloudy,Dry,Dark-Lighted,33.82862,-84.373583
3/16/17 20:55,Atlanta Police Department,DeKalb,Atlanta,Oakdale Rd,Dekalb Ave and Oakdale Rd,(C) Possible Injury / Complaint,Sideswipe-Same Direction,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.761822,-84.34183
5/14/17 2:35,Atlanta Police Department,Fulton,Atlanta,William H Borders Dr,Edgewood Ave and William H Borders Dr,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,2,0,0,2,"[""Driver Lost Control"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.754355,-84.37554
1/30/17 15:52,Atlanta Police Department,Fulton,Atlanta,3380 Peachtree Rd,Lenox Pkwy and 3380 Peachtree Rd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle"",""Improper Occupant Protection""]",0,0,1,0,2,"[""Improper Turn"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.848913,-84.365731
9/23/17 11:52,Atlanta Police Department,Fulton,Atlanta,Pacific Dr,Pacific Dr and Pemberton Rd,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Older Driver (65+)"",""Pedestrian"",""Improper Occupant Protection""]",0,0,0,0,3,"[""No Contributing Factors"",""Other"",""Other""]",,Clear,Dry,Daylight,33.692993,-84.508186
6/3/17 8:33,Atlanta Police Department,Fulton,Atlanta,Peachtree Rd Ne   Sardis Way,Sardis Way and Peachtree Rd Ne   Sardis Way,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,1,0,0,1,"[""Misjudged Clearance"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.840224,-84.378588
3/11/17 23:26,Atlanta Police Department,Fulton,Atlanta,I 85,I 85 and 17Th St,(K) Fatal Injury,Angle (Other),,"[""Hit & Run"",""Pedestrian""]",1,0,0,0,3,"[""No Contributing Factors"",""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.792591,-84.392318
8/9/17 20:08,Gsp Post 00,Fulton,Atlanta,I 20,I 20 and 387 Hill St,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Impaired Driving (Confirmed)""]",0,0,2,1,1,"[""Improper Turn"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.743915,-84.379126
10/19/17 19:40,Atlanta Police Department,Fulton,Atlanta,State St,11Th St and State St,(B) Suspected Minor/Visible Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Wrong Side of Road"",""Wrong Side of Road""]",,Clear,Dry,Dark-Lighted,33.783366,-84.39898
9/18/17 12:02,Atlanta Police Department,Fulton,Atlanta,11Th St,11Th St and Peachtree St,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.78319,-84.383847
11/15/17 18:29,Atlanta Police Department,Fulton,Atlanta,I 20,I 20 and I 285,(K) Fatal Injury,Head On,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",1,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.761604,-84.486435
3/24/17 17:26,Atlanta Police Department,Fulton,Atlanta,Gilmer St Se   Jesse Hill Jr Dr,Jesse Hill Jr Dr and Gilmer St Se   Jesse Hill Jr Dr,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.751789,-84.383014
5/30/17 8:49,Atlanta Police Department,Fulton,Atlanta,78 Lindberg Dr,Peachtree Rd and 78 Lindberg Dr,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,1,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.822817,-84.383949
9/11/17 13:44,Atlanta Police Department,Fulton,Atlanta,Peachtree Center Ave,John Portman Blvd and Peachtree Center Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,0,1,No Contributing Factors,,Rain,Wet,Daylight,33.760953,-84.386041
10/30/17 19:27,Atlanta Police Department,Fulton,Atlanta,Linden Ave Ne   W Peachtree St,W Peachtree St and Linden Ave Ne   W Peachtree St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Dark-Lighted,33.769808,-84.385141
11/2/17 18:55,Atlanta Police Department,Fulton,Atlanta,Cypress St,6Th St and Cypress St,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Bicycle"",""Improper Occupant Protection""]",0,0,0,0,2,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.777448,-84.385872
12/20/17 8:35,Atlanta Police Department,Fulton,Atlanta,Peachtree St Sw   Martin Luther King Jr,Alabama St and Peachtree St Sw   Martin Luther King Jr,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Rain,Wet,Daylight,33.752065,-84.392139
1/13/17 14:12,Atlanta Police Department,Fulton,Atlanta,Argonne Ave,Argonne Ave and Ponce De Leon Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,"[""Improper Turn"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.772554,-84.377698
8/12/17 1:50,Atlanta Police Department,Fulton,Atlanta,29 Moreland Ave,29 Moreland Ave and Hosea L William Dr,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Motorcycle"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,1,1,0,1,No Contributing Factors,,Clear,Dry,Dark-Lighted,33.753063,-84.349215
10/31/17 15:40,Atlanta Police Department,Fulton,Atlanta,8Th St,8Th St and Charles Allen Dr,Unknown,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.779497,-84.372767
6/29/17 22:45,Atlanta Police Department,Fulton,Atlanta,2002 Lakewood Way,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Rain,Wet,Dark-Not Lighted,33.701377,-84.388216
9/21/17 17:59,Atlanta Police Department,Fulton,Atlanta,844 Martin L King Jr Dr,,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.754718,-84.415211
9/14/17 15:24,Atlanta Police Department,Fulton,Atlanta,1754 Richmond Cir,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.706839,-84.374757
2/5/17 22:45,Atlanta Police Department,Fulton,Atlanta,1490 Ralph D Abernathy Blvd,,(B) Suspected Minor/Visible Injury,Head On,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""Other"",""Other""]",,Clear,Dry,Dark-Lighted,33.742362,-84.436679
4/22/17 22:08,Atlanta Police Department,Fulton,Atlanta,1411 Venetian Dr,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.714496,-84.434146
12/3/17 19:02,Atlanta Police Department,Fulton,Atlanta,2986 Campbellton Rd,,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,1,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.696005,-84.486243
2/17/17 17:25,Atlanta Police Department,Fulton,Atlanta,Peachtree St,Beverly Rd and Peachtree St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.796723,-84.387868
9/19/17 0:45,Atlanta Police Department,Fulton,Atlanta,I 20,I 20 and Moreland Ave,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",0,1,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Not Lighted,33.745527,-84.349465
11/16/17 0:02,Atlanta Police Department,Fulton,Atlanta,I 20,I 20 and Lee St,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",1,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.741532,-84.41434
7/5/17 17:19,Atlanta Police Department,DeKalb,Atlanta,Dekalb Ave,Dekalb Ave and Moreland Ave,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Cloudy,Dry,Daylight,33.760344,-84.348813
4/1/17 12:00,Atlanta Police Department,Fulton,Atlanta,Ponce De Leon Ave,Myrtle St and Ponce De Leon Ave,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.772579,-84.38023
6/22/17 14:45,Georgia Tech Police Department,Fulton,Atlanta,Ferst Dr,Ferst Dr and Fowler St,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Bicycle""]",0,0,0,0,2,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Wet,Daylight,33.776904,-84.393635
10/26/17 18:53,Atlanta Police Department,Fulton,Atlanta,Peachtree Valley Rd,Peachtree Rd and Peachtree Valley Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,1,"[""Other"",""Other""]",,Clear,Dry,Daylight,33.810941,-84.392385
1/3/17 21:25,Atlanta Police Department,Fulton,Atlanta,Chattahoochee Ave,Defoor Pl and Chattahoochee Ave,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""Other"",""Other""]",,Clear,Dry,Dark-Lighted,33.801236,-84.422973
9/5/17 9:25,Georgia Tech Police Department,Fulton,Atlanta,Tenth St,Tenth St and Atlantic Dr,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.781508,-84.397711
5/17/17 2:35,Atlanta Police Department,Fulton,Atlanta,Peachtree St,N Ave and Peachtree St,(B) Suspected Minor/Visible Injury,Head On,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.771287,-84.384993
9/14/17 18:05,Georgia Tech Police Department,Fulton,Atlanta,Ferst Dr,Ferst Dr and Cherry St,(B) Suspected Minor/Visible Injury,Sideswipe-Same Direction,,Bicycle,0,0,1,0,2,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.777044,-84.395328
1/24/17 8:32,Atlanta Police Department,Fulton,Atlanta,Peachtree St,Peachtree St and Renaissance Pkwy,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.768581,-84.385262
9/15/17 19:18,Atlanta Police Department,Fulton,Atlanta,1 Dome Dr,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian""]",0,0,1,0,1,"[""Disregard Stop Sign/Signal"",""No Contributing Factors""]",,Clear,Dry,Dusk,33.758768,-84.402767
10/1/17 11:40,Atlanta Police Department,DeKalb,Atlanta,E Lake Dr,E Lake Dr and Memorial Dr,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.74718,-84.302695
10/12/17 16:10,Atlanta Police Department,Fulton,Atlanta,Baker St Nw   Ted Turner Dr,Ted Turner Dr and Baker St Nw   Ted Turner Dr,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.762264,-84.38893
2/2/17 7:47,Atlanta Police Department,Fulton,Atlanta,Collier Rd,Anjaco Rd and Collier Rd,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.807917,-84.396303
8/24/17 11:14,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd Ne   Pharr Rd,Pharr Rd and Piedmont Rd Ne   Pharr Rd,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,1,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.837131,-84.36812
3/7/17 16:46,Atlanta Police Department,Fulton,Atlanta,Wall St,Wall St and Peachtree St,(C) Possible Injury / Complaint,(None),,"[""Intersection Related"",""Aggressive Driving"",""Distracted Driver (Confirmed)"",""Pedestrian""]",0,0,0,1,1,"[""Improper Passing"",""Other""]",,Rain,Wet,Daylight,33.753658,-84.390201
11/9/17 8:45,Atlanta Police Department,Fulton,Atlanta,Sells Ave,Sells Ave and Joseph E Lowery Blvd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Rain,Wet,Daylight,33.745512,-84.417555
3/8/17 16:21,Atlanta Police Department,Fulton,Atlanta,Linden Ave,Linden Ave and W Peachtree St,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,0,0,1,"[""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.769769,-84.387438
3/4/17 9:20,Atlanta Police Department,Fulton,Atlanta,1881 Myrtle Dr,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Distracted Driver (Confirmed)"",""Hit & Run"",""Pedestrian"",""Improper Occupant Protection""]",0,0,0,1,1,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.703473,-84.455012
11/29/17 18:32,Atlanta Police Department,Fulton,Atlanta,Marietta St Nw   Centennial Olympic P Dr,Park Avenue W and Marietta St Nw   Centennial Olympic P Dr,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Aggressive Driving"",""Pedestrian""]",0,0,1,0,1,"[""Improper Passing"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.757928,-84.393471
4/14/17 13:45,Atlanta Police Department,Fulton,Atlanta,Roswell Rd,Wieuca Rd and Roswell Rd,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.875721,-84.380507
11/10/17 11:42,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd,Lenox Rd and Piedmont Rd,(O) No Injury,Angle (Other),,"[""Intersection Related"",""Bicycle"",""Older Driver (55-64)""]",0,0,0,0,2,"[""Failure to Yield"",""Other""]",,Clear,Dry,Daylight,33.848519,-84.374253
7/11/17 13:23,Atlanta Police Department,Fulton,Atlanta,Ralph D Abernathy Blvd Sw   W Whitehall St,W Whitehall St and Ralph D Abernathy Blvd Sw   W Whitehall St,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.738194,-84.412858
7/29/17 15:00,Atlanta Police Department,Fulton,Atlanta,10Th St,10Th St and Monroe Dr,(C) Possible Injury / Complaint,Head On,,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.781734,-84.368687
6/25/17 19:13,Atlanta Police Department,Fulton,Atlanta,Lenox Rd Ne   E Paces Ferry Rd,E Paces Ferry Rd and Lenox Rd Ne   E Paces Ferry Rd,(O) No Injury,Sideswipe-Opposite Direction,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.84549,-84.358519
7/30/17 1:00,Atlanta Police Department,Fulton,Atlanta,I 20,I 20 and Moreland Ave,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Secondary Crash"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.744759,-84.349574
5/14/17 0:10,Atlanta Police Department,Fulton,Atlanta,1700 Giben Rd,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.709046,-84.399745
2/23/17 20:41,Atlanta Police Department,Fulton,Atlanta,10Th St,I 85 and 10Th St,(B) Suspected Minor/Visible Injury,Head On,,"[""Pedestrian"",""Older Driver (55-64)""]",0,0,1,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.781546,-84.391598
9/24/17 17:50,Atlanta Police Department,Fulton,Atlanta,2975 N Fulton Dr,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,3,"[""No Contributing Factors"",""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.835882,-84.377831
11/10/17 22:30,Atlanta Police Department,Fulton,Atlanta,I 85,I 75 and I 85,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",1,0,0,0,1,"[""No Contributing Factors"",""Other""]",,Cloudy,Dry,Dark-Lighted,33.792092,-84.392374
4/15/17 0:38,Atlanta Police Department,Fulton,Atlanta,Stratford Rd,Peachtree Rd and Stratford Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,0,0,1,1,"[""Improper Turn"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.848806,-84.366474
